client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755739.mp3	Vă mulţumesc din nou pentru sprijin.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755740.mp3	Parlamentul a făcut-o la acest nivel.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755741.mp3	Cred că este nevoie de mai mult dialog.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755742.mp3	Ion Tirinescu deține funcția de șef al poliției rutiere Hunedoara.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755743.mp3	Este important să evităm alte cazuri ca acesta.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755749.mp3	Suntem cel mai mare investitor din această regiune.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755750.mp3	Prin urmare, este o situaţie dificilă.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755751.mp3	Nu trebuie să ne gândim la aşa ceva.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755752.mp3	Trebuie să ţinem minte lucrul acesta.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755753.mp3	Nu există o soluţie unică a problemei migraţiei.	2	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20755759.mp3	Acest lucru s-a realizat cu succes.	2	0	twenties	female		ro	
