client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20761994.mp3	Prin urmare, este deja un avantaj major.	1	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20770127.mp3	Ei bine, oamenii pot gând astfel.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20770320.mp3	Există, desigur, motive bune pentru acest lucru.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20789153.mp3	Problema ţine de spaţiu, nu de rasă.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20789287.mp3	V-ați abătut de la drum și este păcat.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20789494.mp3	Am două observații referitor la acest lucru.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20793415.mp3	Nu suntem protecţionişti, însă solicităm bun simţ.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20795716.mp3	Care este strategia europeană în acest sens?	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20795951.mp3	Este îndoielnic că se va face ceva într-adevăr.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20795990.mp3	Acesta este un dezastru, domnule comisar!	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20795993.mp3	Au fost salvate mii de vieți.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20796324.mp3	Acesta a fost adoptat în luna octombrie.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20820706.mp3	Sărăcia este, aşadar, sinonimă cu lipsa de libertate.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20820730.mp3	Totuşi, politica înseamnă a da şi a lua.	0	0	twenties	female		ro	
db62c877d5905317e82033419291f6c36c435110c13e4752f3c10107b042842a47d1238bb529f8933a0ce70033483055cef5d145e9cc1dd07a7840ad04096e5a	common_voice_ro_20820927.mp3	Trebuie să eliminăm aceste bariere împreună.	0	0	twenties	female		ro	
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_ro_21158435.mp3	Nu-mi explic ce s-a întâmplat.	0	0	twenties	male		ro	
