client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
278bc816cc2b9c8468695b6fe68aa7c53d728f6a5d3bf43f3279bb511ef6e342638ac5fb80ab457c0fc0b428201cf9a762ad449704672cd9a98b55b8bbb32ddb	common_voice_ro_20821552.mp3	Cred că pentru noi este o poziţie onorabilă.	2	0				ro	
40a3f13525c777c31b0d358265fc3593a5bf88e89a6770afdc15499f9bd4b03c41fca4db93f0a3375854666a25f7f27ee3868e0473f3ba3a5af7b3fa39cd056a	common_voice_ro_22343823.mp3	Aceasta este o dezbatere importantă care ne aşteaptă.	2	0				ro	
6588937345eac1486742570248a59b0167c319a7656f4d5330c51f73bf49f9725274c10a1e3b6df6031875d249358928ea786bf78c31a7f9fea9bbe750314c94	common_voice_ro_22261164.mp3	Trebuie să luptăm pentru această linie progresistă.	2	0				ro	
7fef5a251b154fff69a84a4463c03d698f850abc5b710ebafc3d46d04e0d546ab65d08b1ec2b94e70aa229a519449a3486d2a35d71840095f3c6fa1f6ddfe0ce	common_voice_ro_22448513.mp3	Astfel, instituțiile comunitare s-au pus de acord.	2	0				ro	
9dc14935fff52455b6586b47bd1348a394c18fede75a0985d34992c88c8f0082cffd837135dbe37c9a44d444cf0ee230010c0dac0a86ef7675590cd8706b4706	common_voice_ro_22570625.mp3	Curaj pentru a reveni mereu la dialog.	2	0	twenties	male		ro	
dbe6e59813e1cb9ff0246b550d608e23cde6a46184d36a309847578f7025cce58daf520bd29e63227a1fd6dac33877df6989854ed75b0e369ada28e4eb992151	common_voice_ro_22773108.mp3	Aş dori să concluzionez pe această notă.	2	0	fourties	male		ro	
eca868aa436feff3e1f6b6b5c01272ff286380c1cd1ee13968f3bc43d4ea76380a6212db5aa7c790fcf60978fe744da3df8a034d8bde1737655c160df8e8410a	common_voice_ro_22251105.mp3	Chiar şi aşa, incendiile continuă să apară.	2	0				ro	
fb437bd3707644bc3a55adde7bd1c8dd00464ae0dac06c459d2286f61d2797d35d12e1d119306aeb42870da837cda359c6628e9b9392aeb2cae33d176c363050	common_voice_ro_22370535.mp3	Cred că trebuie să continuăm în acest mod.	2	0	fourties	male		ro	
21e574a90cb233cb10b541f3f8b67b75a8f062f3fef08ff038516d4f742b14e6326f2960171b1efa62f86f4cb263ecf62ba29a7e6c8b31e0faa47ff66b4020b9	common_voice_ro_22670088.mp3	Proiectele sunt diferite în privinţa importanţei lor.	2	0	twenties	male		ro	
21e574a90cb233cb10b541f3f8b67b75a8f062f3fef08ff038516d4f742b14e6326f2960171b1efa62f86f4cb263ecf62ba29a7e6c8b31e0faa47ff66b4020b9	common_voice_ro_22670251.mp3	Doresc, de asemenea, să subliniez alte două aspecte.	2	0	twenties	male		ro	
92d08f7ccf624ae3513e93de976dd3c3d985e0e15c9264f6f866a786a0023cd329f8b9710e78e815e22397ff4cc2ddaeccea297b7ba3e3f3b7fa53ef97662176	common_voice_ro_21961988.mp3	Totuși, alte aspecte m-au determinat să mă abțin.	2	1				ro	
92d08f7ccf624ae3513e93de976dd3c3d985e0e15c9264f6f866a786a0023cd329f8b9710e78e815e22397ff4cc2ddaeccea297b7ba3e3f3b7fa53ef97662176	common_voice_ro_21961992.mp3	Sunt de acord cu principiul acestui motto.	2	1				ro	
cfa56cc74b784be0b5fdc39b47ba7e26e62347032e45806bb17e118286cb3052bb8fe5987c9dd6759f205f95b17081670bdfb3c661912329fac0f8ddd9e46f2c	common_voice_ro_22255974.mp3	Dacă era nouă zero, nu era nicio problemă, nu comenta nimeni.	2	0				ro	
cfa56cc74b784be0b5fdc39b47ba7e26e62347032e45806bb17e118286cb3052bb8fe5987c9dd6759f205f95b17081670bdfb3c661912329fac0f8ddd9e46f2c	common_voice_ro_22255975.mp3	Să raţionalizăm piaţa europeană de apărare.	2	0				ro	
b4c5a1499973057f4ecd8d83e564ba4339a9d51476e6a78f120d9bc35b40211429c5c15bc324eb98b13417a5ea5031002f18c3a6bca4fb6182e1efc744a74262	common_voice_ro_21823588.mp3	Cât de mari sunt indemnizațiile românilor care au lucrat legal în străinătate.	2	0				ro	
